item_id,capture_state,import_batch,source_file,source_sheet,source_row_id,composer,composer_source,conductor,conductor_source,musicians,musicians_source,title,title_source,label_raw,label_raw_source,catno_raw,catno_raw_source,year_recorded,year_recorded_source,year_released,year_released_source,format,format_source,track_listing,track_listing_source,discogs_id,discogs_id_source,ai_rating,ai_rating_source,ai_rating_confidence,ai_rating_confidence_source,ai_track_listing,ai_track_listing_source,ai_track_listing_confidence,ai_track_listing_confidence_source,ai_remarks,ai_remarks_source,ai_critical_notes,ai_critical_notes_source,ai_sources,ai_sources_source,qualifier_raw,combined_raw,split_outcome,split_reason,discogs_url,discogs_found,discogs_confidence_legacy,discogs_score_legacy,confirmed,decision_eligible
DG-0074,enriched,M0-IMPORT-ENRICHED,Vinyl Records Record 2 Jen.xlsx,Classical Master,74,Sergei Rachmaninoff / Nikolai Rimsky-Korsakov,legacy,Sir Adrian Boult,legacy,London Philharmonic Orchestra (Orchestra); W. F. Davidson (Photography By); Sergei Vasilyevich Rachmaninoff; Nikolai Rimsky-Korsakov; London Philharmonic Orchestra; Sir Adrian Boult,discogs,Symphony No 3 / Russian Easter Overture,legacy,Decca,discogs,ECS 573,legacy,,,1970,legacy,Stereo,legacy,"Symphony No 3 In A Minor, Op 44
B2 Russian Easter Overture, Op 36",discogs,10475606,discogs,,,,,,,,,,,,,,,,Decca ECS 573,split,already-separate-in-source,https://www.discogs.com/release/10475606,yes,Exact,128,no,no
DG-0075,enriched,M0-IMPORT-ENRICHED,Vinyl Records Record 2 Jen.xlsx,Classical Master,75,Sergei Vasilyevich Rachmaninoff,legacy,Unknown,legacy,Bernard Keville (Engineer); Victor Babin (Piano); Vitya Vronsky (Piano); Peter Dellheim (Producer); Victor Babin (Sleeve Notes); Sergei Vasilyevich Rachmaninoff; Vitya Vronsky; Victor Babin,discogs,Suites Nos. 1 And 2 For Two Pianos,legacy,RCA Victrola,discogs,VICS 6058,legacy,,,,,Stereo,legacy,"Fantasy, Op. 5 (Suite No. 1)
Suite No. 2, Op. 17",discogs,11634508,discogs,,,,,,,,,,,,,,,,RCA Victrola VICS 6058,split,already-separate-in-source,https://www.discogs.com/release/11634508,yes,Exact,120,no,no
DG-0076,enriched,M0-IMPORT-ENRICHED,Vinyl Records Record 2 Jen.xlsx,Classical Master,76,Sergei Rachmaninoff,legacy,Various (Bernstein / Ormandy),legacy,New York Philharmonic; Philadelphia Orchestra; Philippe Entremont (piano); Gary Graffman (piano),legacy,Rachmaninoff's Greatest Hits (compilation),legacy,,,CBS30020,legacy,,,,,Stereo,legacy,"A1 Piano Concerto (I – Moderato) – 10:30
A2 Piano Concerto (II – Adagio sostenuto) – 12:00
A3 Piano Concerto (III – Allegro scherzando) – 11:05
... (other works on side B not captured in snippet)",legacy,,,,,,,,,,,,,,,,,,CBS30020,bare-catno,no-label-present,,no,Not found,,no,no
DG-0077,enriched,M0-IMPORT-ENRICHED,Vinyl Records Record 2 Jen.xlsx,Classical Master,77,Franz Schubert,legacy,Unknown,legacy,Friedrich Wührer (Piano); Franz Schubert; Friedrich Wührer,discogs,Piano Sonatas (Complete) Volume 2,legacy,VOX (6),discogs,VBX 10,legacy,,,1960,legacy,Mono,legacy,"Sonata In A Major, Opus 120 – 22:20
A1 Allegro Moderato
A2 Andante
A3 Allegro
Sonata In G Major, Opus 78 – 28:52
B1 Fantaisie
B3 Andante
B4 Menuetto
B5 Allegro
Sonata In A Major, Opus Posth. (Beg.) – 23:03
C1 Allegro
C2 Andantino
C3 Scherzo
Sonata In A Major, Opus Posth. (Concl.) – 11:45
D1 Rondo (Allegretto)
Piano Sonata In A Minor, Opus 164 – 16:53
D2 Allegro Non Troppo
D3 Allegretto Quasi Andantino
D4 Allegro Vivace
Piano Sonata In D Major, Opus 53 – 30:46
E1 Allegro Vivace
E2 Con Moto
E3 Scherzo (Allegro Vivace - Trio)
E4 Rondo (Allegro Moderato)
Piano Sonata In E Flat Major, Opus 122 – 24:03
F1 Allegro Moderato
F2 Andante Molto
F3 Menuetto (Allegretto-Trio)
F4 Allegro Moderato",discogs,14334755,discogs,,,,,,,,,,,,,,,,VOX (6) VBX 10,split,already-separate-in-source,https://www.discogs.com/release/14334755,yes,Label+Cat,124,no,no
DG-0078,enriched,M0-IMPORT-ENRICHED,Vinyl Records Record 2 Jen.xlsx,Classical Master,78,Franz Schubert,legacy,Unknown,legacy,Massimo Amfitheatrof (Cello); Trio Santoliquido (Ensemble); Ornella Pulitó Santoliquido (Piano); Arrigo Pelliccia (Violin); Franz Schubert; Trio Santoliquido; Ornella Pulitó Santoliquido; Arrigo Pelliccia; Massimo Amfitheatrof,discogs,"Trio For Piano, Violin And Violoncello In B Flat Major Op.99",legacy,Deutsche Grammophon,discogs,DGM 18261,legacy,,,1957,legacy,Mono,legacy,"Trio B-Dur Op. 99 Für Klavier, Violine Und Violoncello",discogs,30907209,discogs,,,,,,,,,,,,,,,,Deutsche Grammophon DGM 18261,split,already-separate-in-source,https://www.discogs.com/release/30907209,yes,Exact,128,no,no
DG-0079,enriched,M0-IMPORT-ENRICHED,Vinyl Records Record 2 Jen.xlsx,Classical Master,79,Franz Schubert,legacy,Unknown,legacy,Schubert-Quartett (Ensemble); Georg Borchardt (Liner Notes); John Coombs (Liner Notes [Translation]); Jörg Demus (Piano); Walter Klien (Piano); Wolfgang Schneiderhan (Violin); Franz Schubert; Jörg Demus; Schubert-Quartett; Wolfgang Schneiderhan; Walter Klien,discogs,The Trout Quintet / Sonatina For Violin And Piano No. 2,legacy,Contour Red Label,discogs,CC 7525,legacy,,,1981,legacy,Stereo,legacy,"Piano Quintet In A Major, D. 667 ""The Trout""
Sonatina In A Minor For Violin And Piano, D. 385",discogs,5086232,discogs,,,,,,,,,,,,,,,,Contour Red Label CC 7525,split,already-separate-in-source,https://www.discogs.com/release/5086232,yes,Exact,120,no,no
DG-0080,enriched,M0-IMPORT-ENRICHED,Vinyl Records Record 2 Jen.xlsx,Classical Master,80,Franz Schubert,legacy,Unknown,legacy,Jennifer Partridge (Piano); John Boyden (Producer); Paul Hamburger (Sleeve Notes); Ian Partridge (Tenor Vocals); Wilhelm Müller (Text By); Ian Partridge; Franz Schubert,discogs,Die Schöne Müllerin,legacy,Classics For Pleasure,discogs,CFP 40043,legacy,Unknown,legacy,1973,legacy,Stereo,legacy,"Schubert Die Schöne Müllerin A Cycle Of Songs, Op.25
A1 Das Wandern
A2 Wohin?
A3 Halt
A4 Danksagung An Den Bach
A5 Am Feierabend
A6 Der Neugierige
A7 Ungeduld
A8 Morgengruss
A9 Des Müllers Blumen
A10 Träenregen
A11 Mein !
B1 Pause
B2 Mit Dem Grunen Lautenbande
B3 Der Jager
B4 Eifersucht Und Stolz
B5 Die Liebe Farbe
B6 Die Böse Farbe
B7 Trockne Blumen
B8 Der Müller Und Der Bach
B9 Des Baches Wiegenlied",discogs,5862145,discogs,,,,,,,,,,,,,,,,Classics For Pleasure CFP 40043,split,already-separate-in-source,https://www.discogs.com/release/5862145,yes,Exact,120,no,no
DG-0081,enriched,M0-IMPORT-ENRICHED,Vinyl Records Record 2 Jen.xlsx,Classical Master,81,Franz Schubert,legacy,Karl Böhm,legacy,W (12) (Mastered By); Wiener Philharmoniker (Orchestra); Franz Schubert; Wiener Philharmoniker; Karl Böhm,discogs,"Symphony No. 8 ""Unfinished"" / Symphony No. 5",legacy,Decca,discogs,ECS 536,legacy,Unknown,legacy,1971,legacy,Stereo,legacy,"Symphony No. 8 In B Minor ""Unfinished""
Symphony No. 5 In B Flat Major",discogs,10791814,discogs,,,,,,,,,,,,,,,,Decca ECS 536,split,already-separate-in-source,https://www.discogs.com/release/10791814,yes,Exact,138,no,no
DG-0082,enriched,M0-IMPORT-ENRICHED,Vinyl Records Record 2 Jen.xlsx,Classical Master,82,Franz Schubert,legacy,Paul Kletzki,legacy,Carol Hillsdon (Design [Sleeve Design]); J. McKay Martin (Liner Notes); Royal Philharmonic Orchestra (Orchestra); Dick Swayne (Photography By); Franz Schubert; Royal Philharmonic Orchestra; Paul Kletzki,discogs,Unfinished Symphony/Incidental Music To Rosamunde,legacy,Classics For Pleasure,discogs,CFP 123,legacy,Unknown,legacy,Unknown,legacy,Stereo,legacy,"Symphony No. 8 In B Minor 'Unfinished'
A1 First Movement: Allegro Moderato
A2 Second Movement: Andante Con Moto
'Rosamunde' Op. 26
B1 Overture
B2 Entr'acte No. 3 In B Flat Major
B3 Ballet No. 2 In G Major",discogs,3001703,discogs,,,,,,,,,,,,,,,,Classics For Pleasure CFP 123,split,already-separate-in-source,https://www.discogs.com/release/3001703,yes,Exact,128,no,no
DG-0083,enriched,M0-IMPORT-ENRICHED,Vinyl Records Record 2 Jen.xlsx,Classical Master,83,Johann Strauss Jr.,legacy,Theodor Guschlbauer,legacy,London Philharmonic Orchestra (Orchestra); John Boyden (Producer); Johann Strauss Jr.; London Philharmonic Orchestra; Theodor Guschlbauer,discogs,"Strauss Waltzes (The Blue Danube - Emperor Waltz - Artist's Life - Wine, Women & Song)",legacy,Classics For Pleasure,discogs,CFP 165,legacy,Unknown,legacy,Unknown,legacy,Stereo,legacy,"A1 The Blue Danube, Waltz, Op. 314
A2 Wine, Women & Song, Op. 333
B1 The Emperor Waltz, Op. 437
B2 Artist's Life, Op. 316",discogs,25748839,discogs,,,,,,,,,,,,,,,,Classics For Pleasure CFP 165,split,already-separate-in-source,https://www.discogs.com/release/25748839,yes,Exact,128,no,no
DG-0084,enriched,M0-IMPORT-ENRICHED,Vinyl Records Record 2 Jen.xlsx,Classical Master,84,"Strauss family (Johann Strauss I/II, Josef, Eduard)",legacy,Cyril Ornadel,legacy,Syd Lawrence And His Orchestra,discogs,Glenn Miller Favourites Played By The Syd Lawrence Orchestra,legacy,St Michael,discogs,2102/0501,legacy,Unknown,legacy,1978,legacy,Stereo,legacy,"A1 Moonlight Serenade
A2 I've Got A Gal In Kalamazoo
A3 String Of Pearls
A4 Little Brown Jug
A5 Elmer's Tune
A6 Tuxedo Junction
A7 Stardust
B1 In The Mood
B2 Falling Leaves
B3 Chattanooga Choo Choo
B4 St. Louis Blues
B5 Pennsylvania 6-5000
B6 A Nightingale Sang In Berkeley Square
B7 American Patrol",discogs,9246175,discogs,,,,,,,,,,,,,,,,St Michael 2102/0501,split,already-separate-in-source,https://www.discogs.com/release/9246175,yes,Exact,120,no,no
DG-0085,enriched,M0-IMPORT-ENRICHED,Vinyl Records Record 2 Jen.xlsx,Classical Master,85,Johann Strauss Jr.,legacy,Werner Müller,legacy,Werner Müller (Arranged By); Wolfgang Förster (Arranged By); Marcel Stellman (Producer); Werner Müller Und Sein Orchester,discogs,Great Strauss Waltzes,legacy,Decca,discogs,PFS 4040,legacy,Unknown,legacy,1964,legacy,Stereo,legacy,"A1 Tales From The Vienna Woods
A2 Accelerations Waltz
A3 Roses From The South
A4 You And You
A5 Kiss Waltz
B1 Blue Danube Waltz
B2 Vienna Blood
B3 Lagoon Waltz
B4 Emperor Waltz
B5 Wine, Women And Song",discogs,13564714,discogs,,,,,,,,,,,,,,,,Decca PFS 4040,split,already-separate-in-source,https://www.discogs.com/release/13564714,yes,Exact,138,no,no
DG-0086,enriched,M0-IMPORT-ENRICHED,Vinyl Records Record 2 Jen.xlsx,Classical Master,86,Johann Strauss Jr.,legacy,Willi Boskovsky,legacy,Wiener Philharmoniker (Orchestra); Johann Strauss Jr.; Wiener Philharmoniker; Willi Boskovsky,discogs,The World Of Johann Strauss,legacy,Decca,discogs,SPA 10,legacy,Unknown,legacy,1969,legacy,Stereo,legacy,"A1 Blue Danube (An Der Schonen Blauen Donau) Op. 314
A2 Pizzicato Polka
A3 Roses From The South (Roses Aus Dem Suden) Op. 388
A4 The Hunt (Auf Der Jagd) Op. 373
A5 Thousand And One Nights (Tausend Und Eine Nacht) Op. 346
B1 Tales From The Vienna Woods (G' Schichten Aus Dem Wiener Wald) Op. 325
B2 Egyptian March Op. 335
B3 Vienna Blood (Wiener Blut) Op. 354
B4 Perpetuum Mobile Op. 257
B5 Voices Of Spring (Fruhlingsstimmen) Op. 410",discogs,12468245,discogs,,,,,,,,,,,,,,,,Decca SPA 10,split,already-separate-in-source,https://www.discogs.com/release/12468245,yes,Exact,138,no,no
DG-0087,enriched,M0-IMPORT-ENRICHED,Vinyl Records Record 2 Jen.xlsx,Classical Master,87,Johann Strauss Jr.,legacy,Mathew Bowers,legacy,"The London ""Pro Musica"" Symphony Orchestra (Orchestra); Frederick Youens (Sleeve Notes); The London ""Pro Musica"" Symphony Orchestra; Mathew Bowers; Johann Strauss Jr.",discogs,Best Loved Waltzes,legacy,Fidelity,discogs,STFID 2024,legacy,Unknown,legacy,1967,legacy,Stereo,legacy,"A1 Die Fledermaus
A2 Voices Of Spring
A3 Accelerations
A4 Artist's Life
A5 Vienna Blood
A6 Wine, Women And Song
B1 Eat, Drink And Be Merry
B2 Morning Papers
B3 Tales From The Vienna Woods
B4 Roses From The South
B5 On The Beautiful Blue Danube
B6 Emperor Waltz",discogs,9939577,discogs,,,,,,,,,,,,,,,,Fidelity STFID 2024,split,already-separate-in-source,https://www.discogs.com/release/9939577,yes,Label+Cat,68,no,no
DG-0088,enriched,M0-IMPORT-ENRICHED,Vinyl Records Record 2 Jen.xlsx,Classical Master,88,Johann Strauss II,legacy,Hans Jürgen Walther,legacy,The Danube Strings,legacy,Strauss Waltzes,legacy,,,MALS607,legacy,Unknown,legacy,1966,legacy,Stereo,legacy,Johann Strauss II: Great Strauss Waltzes (selection; exact programme not fully confirmed).,legacy,,,,,,,,,,,,,,,,,,MALS607,bare-catno,no-label-present,,no,Not found,,no,no
DG-0089,enriched,M0-IMPORT-ENRICHED,Vinyl Records Record 2 Jen.xlsx,Classical Master,89,Johann Strauss Jr.,legacy,Karl Winter,legacy,Münchner Symphoniker (Orchestra); Münchner Symphoniker; Karl Winter,discogs,Waltzes Of Johann Strauss,legacy,Fidelio,discogs,ATL 4024,legacy,Unknown,legacy,1962,legacy,Mono,legacy,"A1 The Blue Danube
A2 Artist's Life
A3 Tales From The Vienna Woods
A4 Wine, Women And Song
B1 Vienna Dreams
B2 Voices Of Spring
B3 Treasure Waltz
B4 Emperor Waltz",discogs,8791756,discogs,,,,,,,,,,,,,,,,Fidelio ATL 4024,split,already-separate-in-source,https://www.discogs.com/release/8791756,yes,Exact,138,no,no
DG-0090,enriched,M0-IMPORT-ENRICHED,Vinyl Records Record 2 Jen.xlsx,Classical Master,90,Johann Strauss Jr.,legacy,Josef Krips,legacy,Willy Werner Göttig (Liner Notes); Wiener Festspielorchester (Orchestra); Johann Strauss Jr.; Josef Krips; Wiener Festspielorchester,discogs,Ein Strauss Konzert,legacy,Concert Hall,discogs,SMS-2271,legacy,Unknown,legacy,1963,legacy,Mono,legacy,"A1 An Der Schönen Blauen Donau
A2 I-Tipferl-Polka
A3 Fledermaus-Ouvertüre
B1 Kaiserwaltzer
B2 Einzugsmarsch Aus ""Der Zigeunerbaron""
B3 Waldmeister-Oouvertüre",discogs,4322381,discogs,,,,,,,,,,,,,,,,Concert Hall SMS-2271,split,already-separate-in-source,https://www.discogs.com/release/4322381,yes,Exact,138,no,no
DG-0091,enriched,M0-IMPORT-ENRICHED,Vinyl Records Record 2 Jen.xlsx,Classical Master,91,Johann Strauss II,legacy,Fritz Reiner / Robert Shaw,legacy,RCA Victor Symphony Orchestra; Robert Shaw Chorale; vocal soloists,legacy,Die Fledermaus (Highlights),legacy,,,RB-16109,legacy,Unknown,legacy,Unknown,legacy,Mono,legacy,"Highlights (typical numbers):
• Overture
• 'Mein Herr Marquis' (Laughing Song)
• Czardas ('Klänge der Heimat')
• 'Im Feuerstrom der Reben' (Champagne Chorus)
• 'Brüderlein, Brüderlein und Schwesterlein'
(Exact selection varies by issue; needs sleeve / label verification.)",legacy,,,,,,,,,,,,,,,,,,RB-16109,bare-catno,no-label-present,,no,Not found,,no,no
DG-0092,enriched,M0-IMPORT-ENRICHED,Vinyl Records Record 2 Jen.xlsx,Classical Master,92,Strauss family,legacy,Arthur Fiedler,legacy,Rudolph Elie (Liner Notes); Boston Pops Orchestra (Orchestra); John Pfeiffer (Producer [Uncredited]); Arthur Fiedler; Boston Pops Orchestra,discogs,Waltzes By The Strauss Family,legacy,RCA Camden,discogs,CDS 1085,legacy,Unknown,legacy,1971,legacy,Stereo,legacy,"A1 Where The Citrons Bloom, Op. 364
A2 Secret Attractions, Op. 173
A3 One Thousand And One Nights, Op. 346
B1 Doctrines, Op. 79
B2 Music Of The Spheres, Op. 235
B3 Roses From The South, Op. 388",discogs,16930830,discogs,,,,,,,,,,,,,,,,RCA Camden CDS 1085,split,already-separate-in-source,https://www.discogs.com/release/16930830,yes,Exact,146,no,no
DG-0093,enriched,M0-IMPORT-ENRICHED,Vinyl Records Record 2 Jen.xlsx,Classical Master,93,Pyotr Ilyich Tchaikovsky,legacy,Karel Ančerl,legacy,Wiener Symphoniker (Orchestra); Pyotr Ilyich Tchaikovsky; Wiener Symphoniker; Karel Ančerl,discogs,"The Nutcracker Suite, Op. 71a / Romeo & Juliet - Fantasy Overture",legacy,Fontana,discogs,SFL.14071,legacy,Unknown,legacy,1969,legacy,Stereo,legacy,"The Nutcracker Suite, Op. 71a
B Romeo And Juliet - Fantasy Overture",discogs,10332065,discogs,,,,,,,,,,,,,,,,Fontana SFL.14071,split,already-separate-in-source,https://www.discogs.com/release/10332065,yes,Exact,128,no,no
DG-0094,enriched,M0-IMPORT-ENRICHED,Vinyl Records Record 2 Jen.xlsx,Classical Master,94,Pyotr Ilyich Tchaikovsky,legacy,Evgeni Svetlanov,legacy,Russian State Symphony Orchestra (Orchestra); Pyotr Ilyich Tchaikovsky; Russian State Symphony Orchestra; Evgeni Svetlanov,discogs,Manfred,legacy,Melodiya / His Master's Voice,discogs,ASD 2558,legacy,1967,legacy,1967,legacy,Stereo,legacy,"""Manfred"" Symphony, Op. 58
A1 1st Movement: Lento Lugubre (Andante)
A2 2nd Movement: Vivace Con Spirito
B1 3rd Movement: Andante Con Moto
B2 4th Movement: Allegro Con Fuoco",discogs,17069481,discogs,,,,,,,,,,,,,,,,Melodiya / His Master's Voice ASD 2558,split,already-separate-in-source,https://www.discogs.com/release/17069481,yes,Exact,128,no,no
DG-0095,enriched,M0-IMPORT-ENRICHED,Vinyl Records Record 2 Jen.xlsx,Classical Master,95,Pyotr Ilyich Tchaikovsky,legacy,George Weldon,legacy,Philharmonia Orchestra (Orchestra); Pyotr Ilyich Tchaikovsky; Philharmonia Orchestra; George Weldon,discogs,The Sleeping Beauty - Ballet Op. 66,legacy,Classics For Pleasure,discogs,CFPD 4458,legacy,Unknown,legacy,Unknown,legacy,Stereo,legacy,"Introduction Prologue
A1 No. 1 - Marche
A2 No. 2 - Scene Dan Sante
A3 No. 3 - Pasi De Six: Adagio - Variation 1 (Candite) - Variation 2 (Fleur De Farine) - Variation 3 (Miettes Qui Tombent) - Variation 4 (Canari Qui Chante) - Variation 5 (Violente) - Variation 6 (LaFee Des Lilas) - Coda
A4 No. 4 - Finale
Act I
B1 No. 5 - Scene
B2 No. 6 - Valse
B3 No. 7 - Scene
B4 No. 8 - Pasd'Action Adagio - Danse Des Demoiselles D'Honneur Et Des Pages - Variation D'Avore - Coda
B5 No. 9 - Finale
Act II
C1 No. 10 - Entr'acte Et Scene
C2 No. 11 - Colin Maillard
C3 No. 12 - Scene - Danse Des Duchesses - Danse Des Comtesses - Danse De Marquises
C4 No. 13 - Farondole: Scene - Danse
C5 No. 14 - Scene
C6 No. 15 - Pas D'Action - Variation - Coda
C7 No. 16 - Scene
C8 No. 17 - Panorama
C9 No. 20 - Entr'Acte Symphnique - Finale
Act III
D1 No. 21 - Marche
D2 No. 22 - Polacca
D3 No. 23 - Pas De Quarte: Variation 1 (La Free D'Argent) - Variation 2 (Diamante) - Coda
D4 No. 24 - Pas De Quatre (Le Chat Botte Et La Chatte Blanche)
D5 No. 25 - Pas De Quatre: Variation 1 (Cendrillion Et Fortune) - Variation 2 (L'Oiseau Bleu Et Fiorisse) - Coda
D6 No. 26 - Pas De Cara Ctere (Chaperon Rouge Et Le Loupe)
D7 No. 28 - Pas De Deux: Variation 1 - Variation 2 (Aurore) - Coda
D8 No. 30 - Finale - Apotheose",discogs,8572544,discogs,,,,,,,,,,,,,,,,Classics For Pleasure CFPD 4458,split,already-separate-in-source,https://www.discogs.com/release/8572544,yes,Exact,120,no,no
DG-0096,enriched,M0-IMPORT-ENRICHED,Vinyl Records Record 2 Jen.xlsx,Classical Master,96,Pyotr Ilyich Tchaikovsky,legacy,John Pritchard,legacy,L. A. Yeats (Liner Notes); London Philharmonic Orchestra (Orchestra); Peter Katin (Piano); Michael Tregenza (Sleeve [Sleeve Design]); Pyotr Ilyich Tchaikovsky; Henry Litolff; Peter Katin; London Philharmonic Orchestra; John Pritchard,discogs,Piano Concerto No.1 / Scherzo,legacy,Embassy,discogs,CFP 115,legacy,Unknown,legacy,1970,legacy,Stereo,legacy,"Piano Concerto No.1 In B Flat Minor, Op. 23
B3 Scherzo From Concerto Symphonique No. 4, Op. 102",discogs,15703654,discogs,,,,,,,,,,,,,,,,Embassy CFP 115,split,already-separate-in-source,https://www.discogs.com/release/15703654,yes,Exact,128,no,no
DG-0097,enriched,M0-IMPORT-ENRICHED,Vinyl Records Record 2 Jen.xlsx,Classical Master,97,Pyotr Ilyich Tchaikovsky / Frédéric Chopin,legacy,Willem van Otterloo,legacy,Pyotr Ilyich Tchaikovsky; Frédéric Chopin; Nikita Magaloff; The Hague Philharmonic; Willem Van Otterloo,discogs,Piano Concerto No. 1; Krakowiak,legacy,Concert Hall,discogs,SMSA 2406,legacy,Unknown,legacy,1966,legacy,Stereo,legacy,"A Piano Concerto No. 1 In B Flat Minor, Op. 23
B Krakowiak, Grand Rondeau De Concert, Op. 14",discogs,3325844,discogs,,,,,,,,,,,,,,,,Concert Hall SMSA 2406,split,already-separate-in-source,https://www.discogs.com/release/3325844,yes,Exact,128,no,no
DG-0098,enriched,M0-IMPORT-ENRICHED,Vinyl Records Record 2 Jen.xlsx,Classical Master,98,Pyotr Ilyich Tchaikovsky,legacy,Sir Charles Mackerras,legacy,Jack Wood (3) (Design [Sleeve]); London Philharmonic Orchestra (Orchestra); John Boyden (Recorded By); Burnett James (Sleeve Notes); London Philharmonic Orchestra; Band Of The Welsh Guards; The Kings Troop Royal Horse Artillery; Sir Charles Mackerras,discogs,1812 Overture / Russlan And Ludmila Overture / Lohengrin Prelude To Act 3 / Night On A Bare Mountain,legacy,Classics For Pleasure,discogs,CFP 101,legacy,Unknown,legacy,1970,legacy,Stereo,legacy,"A Overture 1812 Op. 49
B1 Overture To Russlan And Ludmila
B2 Prelude To Act III Lohengrin
B3 Night On A Bare Mountain",discogs,493657,discogs,,,,,,,,,,,,,,,,Classics For Pleasure CFP 101,split,already-separate-in-source,https://www.discogs.com/release/493657,yes,Exact,120,no,no
DG-0099,enriched,M0-IMPORT-ENRICHED,Vinyl Records Record 2 Jen.xlsx,Classical Master,99,Pyotr Ilyich Tchaikovsky,legacy,Norman Del Mar,legacy,London Philharmonic Orchestra (Orchestra); Pyotr Ilyich Tchaikovsky; London Philharmonic Orchestra; Norman Del Mar,discogs,"Symphony No.5 In E Minor, Op.64",legacy,Classics For Pleasure,discogs,CFP 40317,legacy,Unknown,legacy,1979,legacy,Stereo,legacy,"Symphony No.5 In E Minor, Op.64",discogs,4372120,discogs,,,,,,,,,,,,,,,,Classics For Pleasure CFP 40317,split,already-separate-in-source,https://www.discogs.com/release/4372120,yes,Exact,128,no,no
DG-0100,enriched,M0-IMPORT-ENRICHED,Vinyl Records Record 2 Jen.xlsx,Classical Master,100,Pyotr Ilyich Tchaikovsky,legacy,Paul Kletzki,legacy,"W. A. Chislett (Liner Notes); Philharmonia Orchestra (Orchestra); Tony Baldwin (2) (Sleeve, Design [Sleeve Design]); Pyotr Ilyich Tchaikovsky; Philharmonia Orchestra; Paul Kletzki",discogs,Symphony No. 6 Pathétique,legacy,Classics For Pleasure,discogs,CFP 40220,legacy,1960,legacy,1978,legacy,Stereo,legacy,"Symphony No. 6 In B Minor, Op. 74 (""Pathétique"")",discogs,6104880,discogs,,,,,,,,,,,,,,,,Classics For Pleasure CFP 40220,split,already-separate-in-source,https://www.discogs.com/release/6104880,yes,Exact,128,no,no
DG-0101,enriched,M0-IMPORT-ENRICHED,Vinyl Records Record 2 Jen.xlsx,Classical Master,101,Pyotr Ilyich Tchaikovsky,legacy,André Previn,legacy,"London Symphony Orchestra (Orchestra); Louis-François Lejeune (Painting [Uncredited; ""Battle Of Moscow, 7th September 1812""]); London Symphony Orchestra; André Previn; Pyotr Ilyich Tchaikovsky",discogs,1812 Overture Etc.,legacy,His Master's Voice,discogs,TC-ASD 2894,legacy,Unknown,legacy,1973,legacy,Stereo,legacy,"A1 Overture '1812' Op. 94
A2 Marche Slave Op. 31
B1 Fantasy Overture 'Romeo And Juliet'",discogs,11743574,discogs,,,,,,,,,,,,,,,,His Master's Voice TC-ASD 2894,split,already-separate-in-source,https://www.discogs.com/release/11743574,yes,Label+Cat,134,no,no
DG-0102,enriched,M0-IMPORT-ENRICHED,Vinyl Records Record 2 Jen.xlsx,Classical Master,102,Pyotr Ilyich Tchaikovsky,legacy,Albert Reeves,legacy,"The London ""Pro Musica"" Symphony Orchestra (Orchestra); Pyotr Ilyich Tchaikovsky; The London ""Pro Musica"" Symphony Orchestra; Albert Reeves",discogs,"Ballet Suite, The Sleeping Princess, Op. 66 / Fantasy-Overture, Romeo And Juliet",legacy,Fidelity ARC records,discogs,FDY 2023,legacy,Unknown,legacy,1963,legacy,Stereo,legacy,"A Ballet Suite: The Sleeping Princess, Op. 66
B Fantasy-Overture: Romeo And Juliet",discogs,23438729,discogs,,,,,,,,,,,,,,,,Fidelity ARC records FDY 2023,split,already-separate-in-source,https://www.discogs.com/release/23438729,yes,Exact,138,no,no
DG-0103,enriched,M0-IMPORT-ENRICHED,Vinyl Records Record 2 Jen.xlsx,Classical Master,103,Pyotr Ilyich Tchaikovsky,legacy,Herbert Von Karajan,legacy,Philharmonia Orchestra (Orchestra); Roger Wood (2) (Photography); Cyril Beaumont (Sleeve Notes); Pyotr Ilyich Tchaikovsky; Philharmonia Orchestra; Herbert von Karajan,discogs,Sleeping Beauty And Swan Lake,legacy,Columbia,discogs,33CX 1065,legacy,Unknown,legacy,1953,legacy,Mono,legacy,"""Swan Lake"" - Ballet Suite, Op. 20
""Sleeping Beauty"" - Ballet Suite, Op. 66",discogs,13761469,discogs,,,,,,,,,,,,,,,,Columbia 33CX 1065,split,already-separate-in-source,https://www.discogs.com/release/13761469,yes,Exact,138,no,no
DG-0104,enriched,M0-IMPORT-ENRICHED,Vinyl Records Record 2 Jen.xlsx,Classical Master,104,Pyotr Ilyich Tchaikovsky,legacy,Antal Doráti,legacy,Pyotr Ilyich Tchaikovsky,discogs,1812 Overture,legacy,Nakamichi Reference Recording,discogs,RD-1041,legacy,1954,legacy,1984,legacy,Mono,legacy,"A 1812 Overture, Opus 49 – 15:34
B1 Capriccio Italien, Opus 45 – 15:20
B2 Cossack Dance From Mazeppa – 4:17",discogs,21468886,discogs,,,,,,,,,,,,,,,,Nakamichi Reference Recording RD-1041,split,already-separate-in-source,https://www.discogs.com/release/21468886,yes,Fallback,8,no,no
